series,category,style_number,color_code,block_id,metric,value_type,tag_price,value
Running Series,Six-Fourth Pants,111322701,83,A,Cumulative Sales,Sales Amount,238,1152.0
Running Series,Six-Fourth Pants,111322701,83,A,Cumulative Sales,Discount,238,0.691476590636255
Running Series,Six-Fourth Pants,111322701,83,A,Inventory,Quantity,238,35.0
Running Series,Six-Fourth Pants,111322701,83,A,Inventory,Tag Price Amount,238,8330.0
Running Series,Tank top,111302206,93,B,Cumulative Sales,Quantity,258,1.0
Running Series,Tank top,111302206,93,B,Cumulative Sales,Tag Price Amount,258,258.0
Running Series,Tank top,111302206,93,B,Cumulative Sales,Sales Amount,258,258.0
Running Series,Tank top,111302206,93,B,Cumulative Sales,Discount,258,1.0
Running Series,Tank top,111302206,93,B,Inventory,Quantity,258,35.0
Running Series,Tank top,111302206,93,B,Inventory,Tag Price Amount,258,9030.0
Running Series,Woven Cardigan Coat,114905201,40,A,Cumulative Sales,Quantity,568,6.0
Running Series,Woven Cardigan Coat,114905201,40,A,Cumulative Sales,Tag Price Amount,568,3408.0
Running Series,Woven Cardigan Coat,114905201,40,A,Cumulative Sales,Sales Amount,568,2895.8
Running Series,Woven Cardigan Coat,114905201,40,A,Cumulative Sales,Discount,568,0.849706572769953
Running Series,Woven Cardigan Coat,114905201,40,A,Inventory,Quantity,568,12.0
Running Series,Woven Cardigan Coat,114905201,40,A,Inventory,Tag Price Amount,568,6816.0
Running Series,Shorts,110332203,64,B,Cumulative Sales,Quantity,218,1.0
Running Series,Shorts,110332203,64,B,Cumulative Sales,Tag Price Amount,218,218.0
Running Series,Shorts,110332203,64,B,Cumulative Sales,Sales Amount,218,196.2
Running Series,Shorts,110332203,64,B,Cumulative Sales,Discount,218,0.9
Running Series,Shorts,110332203,64,B,Inventory,Quantity,218,37.0
Running Series,Shorts,110332203,64,B,Inventory,Tag Price Amount,218,8066.0
Running Series,Short-sleeve T-shirt,114302402,37,A,Cumulative Sales,Quantity,298,5.0
Running Series,Short-sleeve T-shirt,114302402,37,A,Cumulative Sales,Tag Price Amount,298,1490.0
Running Series,Short-sleeve T-shirt,114302402,37,A,Cumulative Sales,Sales Amount,298,1250.4
Running Series,Short-sleeve T-shirt,114302402,37,A,Cumulative Sales,Discount,298,0.839194630872483
Running Series,Short-sleeve T-shirt,114302402,37,A,Inventory,Quantity,298,25.0
Running Series,Short-sleeve T-shirt,114302402,37,A,Inventory,Tag Price Amount,298,7450.0
Running Series,Shorts,111332502,80,B,Cumulative Sales,Quantity,238,1.0
Running Series,Shorts,111332502,80,B,Cumulative Sales,Tag Price Amount,238,238.0
Running Series,Shorts,111332502,80,B,Cumulative Sales,Sales Amount,238,167.0
Running Series,Shorts,111332502,80,B,Cumulative Sales,Discount,238,0.701680672268908
Running Series,Shorts,111332502,80,B,Inventory,Quantity,238,15.0
Running Series,Shorts,111332502,80,B,Inventory,Tag Price Amount,238,3570.0
Running Series,Woven Cardigan Coat,114905201,93,A,Cumulative Sales,Quantity,568,5.0
Running Series,Woven Cardigan Coat,114905201,93,A,Cumulative Sales,Tag Price Amount,568,2840.0
Running Series,Woven Cardigan Coat,114905201,93,A,Cumulative Sales,Sales Amount,568,2384.8
Running Series,Woven Cardigan Coat,114905201,93,A,Cumulative Sales,Discount,568,0.839718309859155
Running Series,Woven Cardigan Coat,114905201,93,A,Inventory,Quantity,568,17.0
Running Series,Woven Cardigan Coat,114905201,93,A,Inventory,Tag Price Amount,568,9656.0
Running Series,Short sleeve,113302401,94,B,Cumulative Sales,Quantity,168,1.0
Running Series,Short sleeve,113302401,94,B,Cumulative Sales,Tag Price Amount,168,168.0
Running Series,Short sleeve,113302401,94,B,Cumulative Sales,Sales Amount,168,160.0
Running Series,Short sleeve,113302401,94,B,Cumulative Sales,Discount,168,0.952380952380952
Running Series,Short sleeve,113302401,94,B,Inventory,Quantity,168,45.0
Running Series,Short sleeve,113302401,94,B,Inventory,Tag Price Amount,168,7560.0
Running Series,Tank top,318001,10,A,Cumulative Sales,Quantity,168,4.0
Running Series,Tank top,318001,10,A,Cumulative Sales,Tag Price Amount,168,672.0
Running Series,Tank top,318001,10,A,Cumulative Sales,Sales Amount,168,472.0
Running Series,Tank top,318001,10,A,Cumulative Sales,Discount,168,0.702380952380952
Running Series,Tank top,318001,10,A,Inventory,Quantity,168,86.0
Running Series,Tank top,318001,10,A,Inventory,Tag Price Amount,168,14448.0
Running Series,Nine-Tenths Pant,111322901,64,B,Cumulative Sales,Quantity,198,1.0
Running Series,Nine-Tenths Pant,111322901,64,B,Cumulative Sales,Tag Price Amount,198,198.0
Running Series,Nine-Tenths Pant,111322901,64,B,Cumulative Sales,Sales Amount,198,188.1
Running Series,Nine-Tenths Pant,111322901,64,B,Cumulative Sales,Discount,198,0.95
Running Series,Nine-Tenths Pant,111322901,64,B,Inventory,Quantity,198,16.0
Running Series,Nine-Tenths Pant,111322901,64,B,Inventory,Tag Price Amount,198,3168.0
Running Series,Short-sleeve T-shirt,114302402,10,A,Cumulative Sales,Quantity,298,4.0
Running Series,Short-sleeve T-shirt,114302402,10,A,Cumulative Sales,Tag Price Amount,298,1192.0
Running Series,Short-sleeve T-shirt,114302402,10,A,Cumulative Sales,Sales Amount,298,1042.0
Running Series,Short-sleeve T-shirt,114302402,10,A,Cumulative Sales,Discount,298,0.874161073825503
Running Series,Short-sleeve T-shirt,114302402,10,A,Inventory,Quantity,298,27.0
Running Series,Short-sleeve T-shirt,114302402,10,A,Inventory,Tag Price Amount,298,8046.0
Running Series,Nine-Tenths Pant,111322901,80,B,Cumulative Sales,Quantity,198,1.0
Running Series,Nine-Tenths Pant,111322901,80,B,Cumulative Sales,Tag Price Amount,198,198.0
Running Series,Nine-Tenths Pant,111322901,80,B,Cumulative Sales,Sales Amount,198,188.1
Running Series,Nine-Tenths Pant,111322901,80,B,Cumulative Sales,Discount,198,0.95
Running Series,Nine-Tenths Pant,111322901,80,B,Inventory,Quantity,198,35.0
Running Series,Nine-Tenths Pant,111322901,80,B,Inventory,Tag Price Amount,198,6930.0
Running Series,Seven-Eighths Pants,114322701,95,A,Cumulative Sales,Quantity,398,4.0
Running Series,Seven-Eighths Pants,114322701,95,A,Cumulative Sales,Tag Price Amount,398,1592.0
Running Series,Seven-Eighths Pants,114322701,95,A,Cumulative Sales,Sales Amount,398,1432.0
Running Series,Seven-Eighths Pants,114322701,95,A,Cumulative Sales,Discount,398,0.899497487437186
Running Series,Seven-Eighths Pants,114322701,95,A,Inventory,Quantity,398,21.0
Running Series,Seven-Eighths Pants,114322701,95,A,Inventory,Tag Price Amount,398,8358.0
Running Series,Seven-Eighths Pants,111322703,77,B,Cumulative Sales,Quantity,138,1.0
Running Series,Seven-Eighths Pants,111322703,77,B,Cumulative Sales,Tag Price Amount,138,138.0
Running Series,Seven-Eighths Pants,111322703,77,B,Cumulative Sales,Sales Amount,138,138.0
Running Series,Seven-Eighths Pants,111322703,77,B,Cumulative Sales,Discount,138,1.0
Running Series,Seven-Eighths Pants,111322703,77,B,Inventory,Quantity,138,52.0
Running Series,Seven-Eighths Pants,111322703,77,B,Inventory,Tag Price Amount,138,7176.0
Running Series,Short-sleeve T-shirt,114302402,93,A,Cumulative Sales,Quantity,298,3.0
Running Series,Short-sleeve T-shirt,114302402,93,A,Cumulative Sales,Tag Price Amount,298,894.0
Running Series,Short-sleeve T-shirt,114302402,93,A,Cumulative Sales,Sales Amount,298,714.0
Running Series,Short-sleeve T-shirt,114302402,93,A,Cumulative Sales,Discount,298,0.798657718120805
Running Series,Short-sleeve T-shirt,114302402,93,A,Inventory,Quantity,298,27.0
Running Series,Short-sleeve T-shirt,114302402,93,A,Inventory,Tag Price Amount,298,8046.0
Running Series,Five-pocket pants,110332204,64,B,Cumulative Sales,Quantity,218,1.0
Running Series,Five-pocket pants,110332204,64,B,Cumulative Sales,Tag Price Amount,218,218.0
Running Series,Five-pocket pants,110332204,64,B,Cumulative Sales,Sales Amount,218,196.2
Running Series,Five-pocket pants,110332204,64,B,Cumulative Sales,Discount,218,0.9
Running Series,Five-pocket pants,110332204,64,B,Inventory,Quantity,218,65.0
Running Series,Five-pocket pants,110332204,64,B,Inventory,Tag Price Amount,218,14170.0
Running Series,Tank top,318001,90,A,Cumulative Sales,Quantity,168,2.0
Running Series,Tank top,318001,90,A,Cumulative Sales,Tag Price Amount,168,336.0
Running Series,Tank top,318001,90,A,Cumulative Sales,Sales Amount,168,244.0
Running Series,Tank top,318001,90,A,Cumulative Sales,Discount,168,0.726190476190476
Running Series,Tank top,318001,90,A,Inventory,Quantity,168,88.0
Running Series,Tank top,318001,90,A,Inventory,Tag Price Amount,168,14784.0
Running Series,Shorts,113322201,42,B,Cumulative Sales,Quantity,368,2.0
Running Series,Shorts,113322201,42,B,Cumulative Sales,Tag Price Amount,368,736.0
Running Series,Shorts,113322201,42,B,Cumulative Sales,Sales Amount,368,662.4
Running Series,Shorts,113322201,42,B,Cumulative Sales,Discount,368,0.9
Running Series,Shorts,113322201,42,B,Inventory,Quantity,368,23.0
Running Series,Shorts,113322201,42,B,Inventory,Tag Price Amount,368,8464.0
Swim Trunks for Kids,Flat mouth,113151602,75,A,Cumulative Sales,Quantity,158,27.0
Swim Trunks for Kids,Flat mouth,113151602,75,A,Cumulative Sales,Tag Price Amount,158,4266.0
Swim Trunks for Kids,Flat mouth,113151602,75,A,Cumulative Sales,Sales Amount,158,3422.3
Swim Trunks for Kids,Flat mouth,113151602,75,A,Cumulative Sales,Discount,158,0.802226910454759
Swim Trunks for Kids,Flat mouth,113151602,75,A,Inventory,Quantity,158,639.0
Swim Trunks for Kids,Flat mouth,113151602,75,A,Inventory,Tag Price Amount,158,100962.0
Swim Trunks for Kids,Flat mouth,112151608,80,B,Cumulative Sales,Quantity,128,1.0
Swim Trunks for Kids,Flat mouth,112151608,80,B,Cumulative Sales,Tag Price Amount,128,128.0
Swim Trunks for Kids,Flat mouth,112151608,80,B,Cumulative Sales,Sales Amount,128,96.0
Swim Trunks for Kids,Flat mouth,112151608,80,B,Cumulative Sales,Discount,128,0.75
Swim Trunks for Kids,Flat mouth,112151608,80,B,Inventory,Quantity,128,325.0
Swim Trunks for Kids,Flat mouth,112151608,80,B,Inventory,Tag Price Amount,128,41600.0
Swim Trunks for Kids,Flat mouth,113151602,68,A,Cumulative Sales,Quantity,158,26.0
Swim Trunks for Kids,Flat mouth,113151602,68,A,Cumulative Sales,Tag Price Amount,158,4108.0
Swim Trunks for Kids,Flat mouth,113151602,68,A,Cumulative Sales,Sales Amount,158,3091.6
Swim Trunks for Kids,Flat mouth,113151602,68,A,Cumulative Sales,Discount,158,0.752580331061344
Swim Trunks for Kids,Flat mouth,113151602,68,A,Inventory,Quantity,158,618.0
Swim Trunks for Kids,Flat mouth,113151602,68,A,Inventory,Tag Price Amount,158,97644.0
Swim Trunks for Kids,Flat mouth,111151601,76,B,Cumulative Sales,Quantity,108,2.0
Swim Trunks for Kids,Flat mouth,111151601,76,B,Cumulative Sales,Tag Price Amount,108,216.0
Swim Trunks for Kids,Flat mouth,111151601,76,B,Cumulative Sales,Sales Amount,108,162.0
Swim Trunks for Kids,Flat mouth,111151601,76,B,Cumulative Sales,Discount,108,0.75
Swim Trunks for Kids,Flat mouth,111151601,76,B,Inventory,Quantity,108,26.0
Swim Trunks for Kids,Flat mouth,111151601,76,B,Inventory,Tag Price Amount,108,2808.0
Swim Trunks for Kids,Flat mouth,111151602,75,A,Cumulative Sales,Quantity,108,24.0
Swim Trunks for Kids,Flat mouth,111151602,75,A,Cumulative Sales,Tag Price Amount,108,2592.0
Swim Trunks for Kids,Flat mouth,111151602,75,A,Cumulative Sales,Sales Amount,108,1943.04
Swim Trunks for Kids,Flat mouth,111151602,75,A,Cumulative Sales,Discount,108,0.74962962962963
Swim Trunks for Kids,Flat mouth,111151602,75,A,Inventory,Quantity,108,394.0
Swim Trunks for Kids,Flat mouth,111151602,75,A,Inventory,Tag Price Amount,108,42552.0
Swim Trunks for Kids,Flat mouth,111151604,75,B,Cumulative Sales,Quantity,108,3.0
Swim Trunks for Kids,Flat mouth,111151604,75,B,Cumulative Sales,Tag Price Amount,108,324.0
Swim Trunks for Kids,Flat mouth,111151604,75,B,Cumulative Sales,Sales Amount,108,258.0
Swim Trunks for Kids,Flat mouth,111151604,75,B,Cumulative Sales,Discount,108,0.796296296296296
Swim Trunks for Kids,Flat mouth,111151604,75,B,Inventory,Quantity,108,7.0
Swim Trunks for Kids,Flat mouth,111151604,75,B,Inventory,Tag Price Amount,108,756.0
Swim Trunks for Kids,Flat mouth,112151602,75,A,Cumulative Sales,Quantity,138,19.0
Swim Trunks for Kids,Flat mouth,112151602,75,A,Cumulative Sales,Tag Price Amount,138,2622.0
Swim Trunks for Kids,Flat mouth,112151602,75,A,Cumulative Sales,Sales Amount,138,2140.4
Swim Trunks for Kids,Flat mouth,112151602,75,A,Cumulative Sales,Discount,138,0.816323417238749
Swim Trunks for Kids,Flat mouth,112151602,75,A,Inventory,Quantity,138,236.0
Swim Trunks for Kids,Flat mouth,112151602,75,A,Inventory,Tag Price Amount,138,32568.0
Swim Trunks for Kids,Flat mouth,112151608,75,B,Cumulative Sales,Quantity,128,4.0
Swim Trunks for Kids,Flat mouth,112151608,75,B,Cumulative Sales,Tag Price Amount,128,512.0
Swim Trunks for Kids,Flat mouth,112151608,75,B,Cumulative Sales,Sales Amount,128,380.8
Swim Trunks for Kids,Flat mouth,112151608,75,B,Cumulative Sales,Discount,128,0.74375
Swim Trunks for Kids,Flat mouth,112151608,75,B,Inventory,Quantity,128,248.0
Swim Trunks for Kids,Flat mouth,112151608,75,B,Inventory,Tag Price Amount,128,31744.0
Swim Trunks for Kids,Flat mouth,113151606,75,A,Cumulative Sales,Quantity,128,17.0
Swim Trunks for Kids,Flat mouth,113151606,75,A,Cumulative Sales,Tag Price Amount,128,2176.0
Swim Trunks for Kids,Flat mouth,113151606,75,A,Cumulative Sales,Sales Amount,128,1865.6
Swim Trunks for Kids,Flat mouth,113151606,75,A,Cumulative Sales,Discount,128,0.857352941176471
Swim Trunks for Kids,Flat mouth,113151606,75,A,Inventory,Quantity,128,473.0
Swim Trunks for Kids,Flat mouth,113151606,75,A,Inventory,Tag Price Amount,128,60544.0
Swim Trunks for Kids,Flat mouth,112151603,75,B,Cumulative Sales,Quantity,138,6.0
Swim Trunks for Kids,Flat mouth,112151603,75,B,Cumulative Sales,Tag Price Amount,138,828.0
Swim Trunks for Kids,Flat mouth,112151603,75,B,Cumulative Sales,Sales Amount,138,610.5
Swim Trunks for Kids,Flat mouth,112151603,75,B,Cumulative Sales,Discount,138,0.73731884057971
Swim Trunks for Kids,Flat mouth,112151603,75,B,Inventory,Quantity,138,581.0
Swim Trunks for Kids,Flat mouth,112151603,75,B,Inventory,Tag Price Amount,138,80178.0
Swim Trunks for Kids,Flat mouth,112151602,90,A,Cumulative Sales,Quantity,138,11.0
Swim Trunks for Kids,Flat mouth,112151602,90,A,Cumulative Sales,Tag Price Amount,138,1518.0
Swim Trunks for Kids,Flat mouth,112151602,90,A,Cumulative Sales,Sales Amount,138,1163.8
Swim Trunks for Kids,Flat mouth,112151602,90,A,Cumulative Sales,Discount,138,0.766666666666667
Swim Trunks for Kids,Flat mouth,112151602,90,A,Inventory,Quantity,138,343.0
Swim Trunks for Kids,Flat mouth,112151602,90,A,Inventory,Tag Price Amount,138,47334.0
Swim Trunks for Kids,Flat mouth,113151605,73,B,Cumulative Sales,Quantity,128,10.0
Swim Trunks for Kids,Flat mouth,113151605,73,B,Cumulative Sales,Tag Price Amount,128,1280.0
Swim Trunks for Kids,Flat mouth,113151605,73,B,Cumulative Sales,Sales Amount,128,1017.8
Swim Trunks for Kids,Flat mouth,113151605,73,B,Cumulative Sales,Discount,128,0.79515625
Swim Trunks for Kids,Flat mouth,113151605,73,B,Inventory,Quantity,128,164.0
Swim Trunks for Kids,Flat mouth,113151605,73,B,Inventory,Tag Price Amount,128,20992.0
Swimwear for children,One-piece long dress,113121105,90,A,Cumulative Sales,Quantity,208,27.0
Swimwear for children,One-piece long dress,113121105,90,A,Cumulative Sales,Tag Price Amount,208,5616.0
Swimwear for children,One-piece long dress,113121105,90,A,Cumulative Sales,Sales Amount,208,4464.8
Swimwear for children,One-piece long dress,113121105,90,A,Cumulative Sales,Discount,208,0.795014245014245
Swimwear for children,One-piece long dress,113121105,90,A,Inventory,Quantity,208,281.0
Swimwear for children,One-piece long dress,113121105,90,A,Inventory,Tag Price Amount,208,58448.0
Swimwear for children,One-piece long dress,113121102,92,B,Cumulative Sales,Quantity,238,1.0
Swimwear for children,One-piece long dress,113121102,92,B,Cumulative Sales,Tag Price Amount,238,238.0
Swimwear for children,One-piece long dress,113121102,92,B,Cumulative Sales,Sales Amount,238,166.0
Swimwear for children,One-piece long dress,113121102,92,B,Cumulative Sales,Discount,238,0.697478991596639
Swimwear for children,One-piece long dress,113121102,92,B,Inventory,Quantity,238,350.0
Swimwear for children,One-piece long dress,113121102,92,B,Inventory,Tag Price Amount,238,83300.0
Swimwear for children,One-piece long dress,113121105,75,A,Cumulative Sales,Quantity,208,17.0
Swimwear for children,One-piece long dress,113121105,75,A,Cumulative Sales,Tag Price Amount,208,3536.0
Swimwear for children,One-piece long dress,113121105,75,A,Cumulative Sales,Sales Amount,208,2716.1
Swimwear for children,One-piece long dress,113121105,75,A,Cumulative Sales,Discount,208,0.768127828054299
Swimwear for children,One-piece long dress,113121105,75,A,Inventory,Quantity,208,327.0
Swimwear for children,One-piece long dress,113121105,75,A,Inventory,Tag Price Amount,208,68016.0
Swimwear for children,Two-piece separated dress,112121204,75,B,Cumulative Sales,Quantity,198,2.0
Swimwear for children,Two-piece separated dress,112121204,75,B,Cumulative Sales,Tag Price Amount,198,396.0
Swimwear for children,Two-piece separated dress,112121204,75,B,Cumulative Sales,Sales Amount,198,278.0
Swimwear for children,Two-piece separated dress,112121204,75,B,Cumulative Sales,Discount,198,0.702020202020202
Swimwear for children,Two-piece separated dress,112121204,75,B,Inventory,Quantity,198,2.0
Swimwear for children,Two-piece separated dress,112121204,75,B,Inventory,Tag Price Amount,198,396.0
Swimwear for children,One-piece long dress,114121101,92,A,Cumulative Sales,Quantity,198,12.0
Swimwear for children,One-piece long dress,114121101,92,A,Cumulative Sales,Tag Price Amount,198,2376.0
Swimwear for children,One-piece long dress,114121101,92,A,Cumulative Sales,Sales Amount,198,1661.4
Swimwear for children,One-piece long dress,114121101,92,A,Cumulative Sales,Discount,198,0.699242424242424
Swimwear for children,One-piece long dress,114121101,92,A,Inventory,Quantity,198,181.0
Swimwear for children,One-piece long dress,114121101,92,A,Inventory,Tag Price Amount,198,35838.0
Swimwear for children,One-piece Triangle,112121306,75,B,Cumulative Sales,Quantity,218,3.0
Swimwear for children,One-piece Triangle,112121306,75,B,Cumulative Sales,Tag Price Amount,218,654.0
Swimwear for children,One-piece Triangle,112121306,75,B,Cumulative Sales,Sales Amount,218,525.9
Swimwear for children,One-piece Triangle,112121306,75,B,Cumulative Sales,Discount,218,0.804128440366972
Swimwear for children,One-piece Triangle,112121306,75,B,Inventory,Quantity,218,376.0
Swimwear for children,One-piece Triangle,112121306,75,B,Inventory,Tag Price Amount,218,81968.0
Swimwear for children,Two-piece separates pants,114121202,97,A,Cumulative Sales,Quantity,198,12.0
Swimwear for children,Two-piece separates pants,114121202,97,A,Cumulative Sales,Tag Price Amount,198,2376.0
Swimwear for children,Two-piece separates pants,114121202,97,A,Cumulative Sales,Sales Amount,198,1910.6
Swimwear for children,Two-piece separates pants,114121202,97,A,Cumulative Sales,Discount,198,0.804124579124579
Swimwear for children,Two-piece separates pants,114121202,97,A,Inventory,Quantity,198,157.0
Swimwear for children,Two-piece separates pants,114121202,97,A,Inventory,Tag Price Amount,198,31086.0
Swimwear for children,One-piece long dress,114121101,32,B,Cumulative Sales,Quantity,198,4.0
Swimwear for children,One-piece long dress,114121101,32,B,Cumulative Sales,Tag Price Amount,198,792.0
Swimwear for children,One-piece long dress,114121101,32,B,Cumulative Sales,Sales Amount,198,728.2
Swimwear for children,One-piece long dress,114121101,32,B,Cumulative Sales,Discount,198,0.919444444444445
Swimwear for children,One-piece long dress,114121101,32,B,Inventory,Quantity,198,179.0
Swimwear for children,One-piece long dress,114121101,32,B,Inventory,Tag Price Amount,198,35442.0
Swimwear for children,One-piece Triangle,112121306,97,A,Cumulative Sales,Quantity,218,10.0
Swimwear for children,One-piece Triangle,112121306,97,A,Cumulative Sales,Tag Price Amount,218,2180.0
Swimwear for children,One-piece Triangle,112121306,97,A,Cumulative Sales,Sales Amount,218,1534.2
Swimwear for children,One-piece Triangle,112121306,97,A,Cumulative Sales,Discount,218,0.703761467889908
Swimwear for children,One-piece Triangle,112121306,97,A,Inventory,Quantity,218,200.0
Swimwear for children,One-piece Triangle,112121306,97,A,Inventory,Tag Price Amount,218,43600.0
Swimwear for children,Two-piece separated dress,111121204,75,B,Cumulative Sales,Quantity,129,5.0
Swimwear for children,Two-piece separated dress,111121204,75,B,Cumulative Sales,Tag Price Amount,129,645.0
Swimwear for children,Two-piece separated dress,111121204,75,B,Cumulative Sales,Sales Amount,129,500.5
Swimwear for children,Two-piece separated dress,111121204,75,B,Cumulative Sales,Discount,129,0.775968992248062
Swimwear for children,Two-piece separated dress,111121204,75,B,Inventory,Quantity,129,248.0
Swimwear for children,Two-piece separated dress,111121204,75,B,Inventory,Tag Price Amount,129,31992.0
Swimwear for children,One-piece long dress,113121106,92,A,Cumulative Sales,Quantity,198,9.0
Swimwear for children,One-piece long dress,113121106,92,A,Cumulative Sales,Tag Price Amount,198,1782.0
Swimwear for children,One-piece long dress,113121106,92,A,Cumulative Sales,Sales Amount,198,1411.3
Swimwear for children,One-piece long dress,113121106,92,A,Cumulative Sales,Discount,198,0.791975308641975
Swimwear for children,One-piece long dress,113121106,92,A,Inventory,Quantity,198,201.0
Swimwear for children,One-piece long dress,113121106,92,A,Inventory,Tag Price Amount,198,39798.0
Swimwear for children,One-piece long dress,113121104,41,B,Cumulative Sales,Quantity,238,6.0
Swimwear for children,One-piece long dress,113121104,41,B,Cumulative Sales,Tag Price Amount,238,1428.0
Swimwear for children,One-piece long dress,113121104,41,B,Cumulative Sales,Sales Amount,238,1137.7
Swimwear for children,One-piece long dress,113121104,41,B,Cumulative Sales,Discount,238,0.796708683473389
Swimwear for children,One-piece long dress,113121104,41,B,Inventory,Quantity,238,295.0
Swimwear for children,One-piece long dress,113121104,41,B,Inventory,Tag Price Amount,238,70210.0
Swim Trunks,Flat mouth,112141618,75,A,Cumulative Sales,Quantity,128,114.0
Swim Trunks,Flat mouth,112141618,75,A,Cumulative Sales,Tag Price Amount,128,14592.0
Swim Trunks,Flat mouth,112141618,75,A,Cumulative Sales,Sales Amount,128,12107.28
Swim Trunks,Flat mouth,112141618,75,A,Cumulative Sales,Discount,128,0.829720394736842
Swim Trunks,Flat mouth,112141618,75,A,Inventory,Quantity,128,790.0
Swim Trunks,Flat mouth,112141618,75,A,Inventory,Tag Price Amount,128,101120.0
Swim Trunks,Flat mouth,112141601,80,B,Cumulative Sales,Quantity,158,1.0
Swim Trunks,Flat mouth,112141601,80,B,Cumulative Sales,Tag Price Amount,158,158.0
Swim Trunks,Flat mouth,112141601,80,B,Cumulative Sales,Sales Amount,158,158.0
Swim Trunks,Flat mouth,112141601,80,B,Cumulative Sales,Discount,158,1.0
Swim Trunks,Flat mouth,112141601,80,B,Inventory,Quantity,158,42.0
Swim Trunks,Flat mouth,112141601,80,B,Inventory,Tag Price Amount,158,6636.0
Swim Trunks,Flat mouth,112141618,80,A,Cumulative Sales,Quantity,128,113.0
Swim Trunks,Flat mouth,112141618,80,A,Cumulative Sales,Tag Price Amount,128,14464.0
Swim Trunks,Flat mouth,112141618,80,A,Cumulative Sales,Sales Amount,128,11821.9
Swim Trunks,Flat mouth,112141618,80,A,Cumulative Sales,Discount,128,0.817332688053097
Swim Trunks,Flat mouth,112141618,80,A,Inventory,Quantity,128,773.0
Swim Trunks,Flat mouth,112141618,80,A,Inventory,Tag Price Amount,128,98944.0
Swim Trunks,Flat mouth,112141608,75,B,Cumulative Sales,Quantity,198,1.0
Swim Trunks,Flat mouth,112141608,75,B,Cumulative Sales,Tag Price Amount,198,198.0
Swim Trunks,Flat mouth,112141608,75,B,Cumulative Sales,Sales Amount,198,178.2
Swim Trunks,Flat mouth,112141608,75,B,Cumulative Sales,Discount,198,0.9
Swim Trunks,Flat mouth,112141608,75,B,Inventory,Quantity,198,35.0
Swim Trunks,Flat mouth,112141608,75,B,Inventory,Tag Price Amount,198,6930.0
Swim Trunks,Five Points,113141502,80,A,Cumulative Sales,Quantity,198,103.0
Swim Trunks,Five Points,113141502,80,A,Cumulative Sales,Tag Price Amount,198,20394.0
Swim Trunks,Five Points,113141502,80,A,Cumulative Sales,Sales Amount,198,17143.74
Swim Trunks,Five Points,113141502,80,A,Cumulative Sales,Discount,198,0.8406266548985
Swim Trunks,Five Points,113141502,80,A,Inventory,Quantity,198,480.0
Swim Trunks,Five Points,113141502,80,A,Inventory,Tag Price Amount,198,95040.0
Swim Trunks,Flat mouth,113141604,75,B,Cumulative Sales,Quantity,158,1.0
Swim Trunks,Flat mouth,113141604,75,B,Cumulative Sales,Tag Price Amount,158,158.0
Swim Trunks,Flat mouth,113141604,75,B,Cumulative Sales,Sales Amount,158,111.0
Swim Trunks,Flat mouth,113141604,75,B,Cumulative Sales,Discount,158,0.70253164556962
Swim Trunks,Flat mouth,113141604,75,B,Inventory,Quantity,158,10.0
Swim Trunks,Flat mouth,113141604,75,B,Inventory,Tag Price Amount,158,1580.0
Swim Trunks,Flat mouth,113141612,74,A,Cumulative Sales,Quantity,198,91.0
Swim Trunks,Flat mouth,113141612,74,A,Cumulative Sales,Tag Price Amount,198,18018.0
Swim Trunks,Flat mouth,113141612,74,A,Cumulative Sales,Sales Amount,198,14163.04
Swim Trunks,Flat mouth,113141612,74,A,Cumulative Sales,Discount,198,0.786049506049506
Swim Trunks,Flat mouth,113141612,74,A,Inventory,Quantity,198,714.0
Swim Trunks,Flat mouth,113141612,74,A,Inventory,Tag Price Amount,198,141372.0
Swim Trunks,Flat mouth,113141606,75,B,Cumulative Sales,Quantity,398,1.0
Swim Trunks,Flat mouth,113141606,75,B,Cumulative Sales,Tag Price Amount,398,398.0
Swim Trunks,Flat mouth,113141606,75,B,Cumulative Sales,Sales Amount,398,358.2
Swim Trunks,Flat mouth,113141606,75,B,Cumulative Sales,Discount,398,0.9
Swim Trunks,Flat mouth,113141606,75,B,Inventory,Quantity,398,478.0
Swim Trunks,Flat mouth,113141606,75,B,Inventory,Tag Price Amount,398,190244.0
Swim Trunks,Flat mouth,113141611,75,A,Cumulative Sales,Quantity,158,77.0
Swim Trunks,Flat mouth,113141611,75,A,Cumulative Sales,Tag Price Amount,158,12166.0
Swim Trunks,Flat mouth,113141611,75,A,Cumulative Sales,Sales Amount,158,10061.1
Swim Trunks,Flat mouth,113141611,75,A,Cumulative Sales,Discount,158,0.826985040276179
Swim Trunks,Flat mouth,113141611,75,A,Inventory,Quantity,158,644.0
Swim Trunks,Flat mouth,113141611,75,A,Inventory,Tag Price Amount,158,101752.0
Swim Trunks,Triangle,113141803,68,B,Cumulative Sales,Quantity,298,1.0
Swim Trunks,Triangle,113141803,68,B,Cumulative Sales,Tag Price Amount,298,298.0
Swim Trunks,Triangle,113141803,68,B,Cumulative Sales,Sales Amount,298,253.0
Swim Trunks,Triangle,113141803,68,B,Cumulative Sales,Discount,298,0.848993288590604
Swim Trunks,Triangle,113141803,68,B,Inventory,Quantity,298,83.0
Swim Trunks,Triangle,113141803,68,B,Inventory,Tag Price Amount,298,24734.0
