column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_25,column_26,column_27,column_28,column_29
586,2022-08-25,8,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Lercanidipine Hydrochloride Maleate Tablets,2.5mg*14 tablets,Box,24.0,31.48,755.52,"Ouyi Pharmaceutical Co., Ltd., Stone Pharmaceutical Group",Negotiation Table,10100330.0,2021.02.25,Zhu Qinke,15938790395.0,nan,Lercanidipine Hydrochloride Maleate Tablets,2.5g*14 tablets,Stone Pharmaceutical Group,China Resources,31.48,No agreement signed,Cash monthly return of 20% started in January 2021.,0.2,656.0,nan
587,2022-08-25,8,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,9.0,29.25,263.25,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10100330.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
588,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Intepirdine Injection,4ml：40mg,piece,4.0,15.6,62.4,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200191.0,2020.07.21,Gai Chang,18137336922.0,nan,Intepirdine Injection,4ml*40mg,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Guokong,15.6,nan,20% per box returned in cash quarterly,0.2,462.0,nan
589,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Benzalkonium Chloride Solution,150ml:0.15g(0.10%),Bottle,48.0,46.0,2208.0,"Guangdong Luosite Pharmaceutical Co., Ltd.",Negotiation Table,10200218.0,2021.02.08,Zhang Yabo,18638767729.0,nan,Benzalkonium Chloride Solution,0.1%：150ml：0.15g,"Guangdong Luosite Pharmaceutical Co., Ltd.",nan,,No agreement signed,Cash monthly return 7%,0.07,95.0,nan
590,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Ferrous Fumarate and Docusate Sodium Capsules,"(0.15g Ferrous Fumarate, 0.1g Docusate Sodium) * 10 Tablets",Box,20.0,121.0,2420.0,"Harbin Hanjun Modern Pharmaceutical Co., Ltd.",Negotiation Table,10200218.0,2021.08.06,Li Yanyan,13623825356.0,nan,Ferrous Fumarate and Docusate Sodium Capsules,10 grains,"Harbin Hanjun Modern Pharmaceutical Co., Ltd.",China Resources,121.0,Clinical 15 yuan,Cash monthly return 40.03%,0.4003,5157.0,nan
591,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Ferrous Succinate Sustained-Release Tablets,0.2g*12 tablets*2 strips,Box,200.0,52.32,10464.0,"Jinling Pharmaceutical Co., Ltd. Nanjing Jinling Pharmaceutical Factory",Negotiation Table,10200218.0,2019.07.08,Ren Longfei,15738369958.0,nan,Ferrous Succinate Sustained-Release Tablets,0.2g*24 tablets,Nanjing Jinling,Guokong,56.84,188 boxes/month,"National distribution with invoice discount, 15% of the supply price will be returned within 100 days after the sale. The rebate methods include bills, acceptance or cash to the hospital. 1. At least one department meeting per month, 2. Three out-of-province meetings per year, 3. Academic exchange within the hospital.",0.15,416.0,nan
592,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Intepirdine Injection,4ml：40mg,piece,50.0,15.6,780.0,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200191.0,2020.07.21,Gai Chang,18137336922.0,nan,Intepirdine Injection,4ml*40mg,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Guokong,15.6,nan,20% per box returned in cash quarterly,0.2,462.0,nan
593,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Shengxue Ning Tablets,0.25g*24 tablets (film-coated tablets),Box,200.0,29.81,5962.0,"Wuhan Lianhe Pharmaceutical Co., Ltd.",Negotiation Table,10200191.0,2019.06.04,Li Yang,18537189066.0,nan,Shengxue Ning Tablets,0.25g¡Á24T,Wuhan United,China Resources,29.81,736 boxes/month,Cash returned the following month per box at 18 points,0.18,870.0,nan
594,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Baokening Granules,2.5g*16 bags,Box,35.0,35.8,1253.0,"Hubei Jingjiangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100318.0,2019.07.15,Cao Zhaofei,15518578555.0,nan,Baokening Granules,2.5g × 16 bags,"Hubei Jingjiangyuan Pharmaceutical Co., Ltd.",Guokong,36.0,520 boxes/month,"15% per box return, quarterly return",0.15,79.0,nan
595,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Baokening Granules,2.5g*16 bags,Box,65.0,35.8,2327.0,"Hubei Jingjiangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100318.0,2019.07.15,Cao Zhaofei,15518578555.0,nan,Baokening Granules,2.5g × 16 bags,"Hubei Jingjiangyuan Pharmaceutical Co., Ltd.",Guokong,36.0,520 boxes/month,"15% per box return, quarterly return",0.15,79.0,nan
596,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Xie Tang Syrup,10ml*6 bottles,Box,100.0,29.8,2980.0,"Baoding Traditional Chinese Medicine Pharmaceutical Co., Ltd.",Negotiation Table,10100325.0,2019.08.15,Zhu Mingwei,18903865502.0,nan,Xie Tang Syrup,10ml*6 bottles,Baoding Traditional Chinese Medicine,"State Control, Hengyuan",29.8,nan,Cash quarterly return 20%,0.2,1465.0,nan
597,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Levofloxacin and Sodium Lactate Injection,100mg:0.2g:0.9g (Glass Bottle),Bottle,-40.0,22.46,-898.4,"Zhejiang Pharmaceutical Co., Ltd. Xinchang Pharmaceutical Factory",Negotiation Table,10100325.0,2020.01.07,Ji CaiPing,18839789746.0,nan,Levofloxacin and Sodium Lactate Injection,0.5g:0.9g:250ml,"Zhejiang Pharmaceutical Co., Ltd. Xinchang Pharmaceutical Factory","China Resources, National Control",43.16,0.3976,Cash monthly return,,834.0,nan
598,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Levofloxacin and Sodium Lactate Injection,100mg:0.2g:0.9g (Glass Bottle),Bottle,-40.0,22.46,-898.4,"Zhejiang Pharmaceutical Co., Ltd. Xinchang Pharmaceutical Factory",Negotiation Table,10200865.0,2020.01.07,Ji CaiPing,18839789746.0,nan,Levofloxacin and Sodium Lactate Injection,0.2g:0.9g:100ml,"Zhejiang Pharmaceutical Co., Ltd. Xinchang Pharmaceutical Factory","China Resources, National Control",22.46,0.4007,Cash monthly return,,833.0,nan
599,2022-08-25,8,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Shengxuebao Mixture,100ml*1 bottle,Box,10.0,56.05,560.5,"Qinghua Deren Xi'an Xingfu Pharmaceutical Co., Ltd.",Negotiation Table,10100177.0,2020.11.10,You Junying,13938555051.0,nan,Shengxuebao Mixture,100ml,Xi'an,China National Pharmaceutical Group,56.05,nan,"Cash monthly return 30%, clinical 4 yuan",0.3,,nan
600,2022-08-25,8,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Xingpi Yang'er Granules,2g*18 bags,Box,10.0,25.52,255.2,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100364.0,2020.04.04,Wang Zhiyong,15638450207.0,Shi Bo: 13283881411,Xingpi Yang'er Granules,2g/18 bags,Guizhou Jianxing,China Resources,25.52,nan,"Cash monthly return, 3.6 yuan per box",,1533.0,nan
601,2022-08-25,8,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Xingpi Yang'er Granules,2g*18 bags,Box,10.0,25.52,255.2,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100364.0,2020.04.04,Wang Zhiyong,15638450207.0,Shi Bo: 13283881411,Xingpi Yang'er Granules,2g/18 bags,Guizhou Jianxing,China Resources,25.52,nan,"Cash monthly return, 3.6 yuan per box",,1533.0,nan
602,2022-08-25,8,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Si Mo Tang Oral Liquid,10ml*10 vials,Box,60.0,20.05,1203.0,"Hunan Hansen Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.12.25,Zhang Ming,13137367037.0,Responsible for the community,Si Mo Tang Oral Liquid,10ml*10 vials,Hunan Hansen,"China Resources, National Control, Guohua",20.17,nan,"Community, monthly return, cash, 1 yuan per box, starting from November",,899.0,nan
603,2022-08-25,8,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Polysaccharide Iron Complex Capsules,0.15g*10 tablets*1 strip,Box,50.0,28.56,1428.0,"Shanghai Pharmaceutical Group Qingdao Guofeng Pharmaceutical Co., Ltd.",Negotiation Table,10200207.0,2019.07.02,Zhao Pei,18737109559.0,Re-sign rebate 5 yuan,Polysaccharide Iron Complex Capsules,0.15g*10s,"Shanghai Pharmaceutical Group Qingdao Guofeng Pharmaceutical Co., Ltd.",China Resources,28.56,1174 boxes/month,"A return of 5 yuan per box, cash monthly return",,226.0,nan
604,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Pioglitazone Hydrochloride Tablets,15mg*15 tablets,Box,10.0,28.13,281.3,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",Negotiation Table,10200844.0,2019.09.10,Liu Fangmin,13526721006.0,nan,Pioglitazone Hydrochloride Tablets,15mg*7 tablets,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.","China Resources, National Control",13.47,Enter centralized procurement with no policy,"Quarter, this policy of 1 yuan will be implemented starting from August 1st.",,1118.0,nan
605,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Xinmailong Injection,2ml:100mg,piece,240.0,26.0,6240.0,"Yunnan Tengyao Pharmaceutical Co., Ltd.",Negotiation Table,10100227.0,2019.06.10,Guo Shi Yi,13014553304.0,nan,Xinmailong Injection,2ml*6,Yunnan Tengyao,China Resources,69.21,137 boxes/month,"Each vial returns 6.92 yuan, quarterly, in cash. On 2021.01.01, it was changed to return 16.91 yuan. Starting from March 1, 2021, the price per vial was reduced to 26 yuan, with a rebate of 2.94 yuan per vial.",,1071.0,nan
606,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Xinmailong Injection,2ml:100mg,piece,240.0,26.0,6240.0,"Yunnan Tengyao Pharmaceutical Co., Ltd.",Negotiation Table,10100227.0,2019.06.10,Guo Shi Yi,13014553304.0,nan,Xinmailong Injection,2ml*6,Yunnan Tengyao,China Resources,69.21,137 boxes/month,"Each vial returns 6.92 yuan, quarterly, in cash. On 2021.01.01, it was changed to return 16.91 yuan. Starting from March 1, 2021, the price per vial was reduced to 26 yuan, with a rebate of 2.94 yuan per vial.",,1071.0,nan
607,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Si Mo Tang Oral Liquid,10ml*10 vials,Box,10.0,20.05,200.5,"Hunan Hansen Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.12.25,Zhang Ming,13137367037.0,Responsible for the community,Si Mo Tang Oral Liquid,10ml*10 vials,Hunan Hansen,"China Resources, National Control, Guohua",20.17,nan,"Community, monthly return, cash, 1 yuan per box, starting from November",,899.0,nan
608,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Levofloxacin and Sodium Lactate Injection,100mg:0.2g:0.9g (Glass Bottle),Bottle,40.0,22.46,898.4,"Zhejiang Pharmaceutical Co., Ltd. Xinchang Pharmaceutical Factory",Negotiation Table,10100135.0,2020.01.07,Ji CaiPing,18839789746.0,nan,Levofloxacin and Sodium Lactate Injection,0.5g:0.9g:250ml,"Zhejiang Pharmaceutical Co., Ltd. Xinchang Pharmaceutical Factory","China Resources, National Control",43.16,0.3976,Cash monthly return,,834.0,nan
609,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Levofloxacin and Sodium Lactate Injection,100mg:0.2g:0.9g (Glass Bottle),Bottle,40.0,22.46,898.4,"Zhejiang Pharmaceutical Co., Ltd. Xinchang Pharmaceutical Factory",Negotiation Table,10200865.0,2020.01.07,Ji CaiPing,18839789746.0,nan,Levofloxacin and Sodium Lactate Injection,0.2g:0.9g:100ml,"Zhejiang Pharmaceutical Co., Ltd. Xinchang Pharmaceutical Factory","China Resources, National Control",22.46,0.4007,Cash monthly return,,833.0,nan
610,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Butylphthalide Sodium Chloride Injection,100ml: Butylphthalide 25mg and Sodium Chloride 0.9g,Bottle,120.0,139.0,16680.0,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.",Negotiation Table,10200127.0,2020.07.21,Liu Chen,13663860491.0,nan,Butylphthalide Sodium Chloride Injection,100ml/bottle,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.","China Resources, National Control",285.3,nan,"60 days return, cash 5%",0.05,1504.0,nan
611,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Fulekai Mixture,150ml,Bottle,40.0,27.4,1096.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.05.30,Wang Zhiyong,15638450207.0,nan,Fulekai Mixture,150ml,Guizhou Jianxing,China Resources,25.74,1190 bottles/month,"According to the monthly flow, in the following month, cash will be returned to the hospital, 4 yuan per box, 20% of the listed price since January 1, 2021.",0.2,248.0,nan
612,2022-08-25,8,Western medicine,Zhengzhou Software Network Company,Intepirdine Injection,4ml：40mg,piece,24.0,15.6,374.4,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200191.0,2020.07.21,Gai Chang,18137336922.0,nan,Intepirdine Injection,4ml*40mg,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Guokong,15.6,nan,20% per box returned in cash quarterly,0.2,462.0,nan
613,2022-08-25 08:53:51.0,8,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Amlodipine Besylate Tablets,5mg*7 tablets*1 strip,Box,200.0,24.01,4802.0,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200176.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Amlodipine Besylate Tablets,5mg*7 tablets/box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,19.77,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
614,2022-08-25 10:04:54.0,8,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Amlodipine Besylate Tablets,5mg*7 tablets*1 strip,Box,40.0,24.01,960.4,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200176.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Amlodipine Besylate Tablets,5mg*7 tablets/box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,19.77,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
615,2022-08-25 10:04:54.0,8,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Amlodipine Besylate Tablets,5mg*7 tablets*1 strip,Box,10.0,24.01,240.1,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200176.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Amlodipine Besylate Tablets,5mg*7 tablets/box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,19.77,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
616,2022-08-25 16:49:38.0,8,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Luo Hong Mu Yin Jiao Nang,150mg * 12 tablets * 1 strip,Box,20.0,20.42,408.4,"Yangzijiang Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.08.17,Luan Pingshan,13773370925.0,Community Zhang Qingfeng: 15896565560,Luo Hong Mu Yin Jiao Nang,150mg*12,Yangzijiang Pharmaceutical Group,"State Control, CRHC",19.61,nan,Cash monthly return 10%,0.1,1539.0,nan
617,2022-08-25 17:43:00.0,8,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Compound Xueshuantong Capsules,0.5g*30 tablets,Box,10.0,20.55,205.5,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200328.0,2019.07.08,Li Kunlun,15225110649.0,Zhang Ji: 15938797039,Compound Xueshuantong Capsules,0.5g*10 tablets*10 strips,Guangdong Zhongsheng,Guokong,21.78,442 boxes/month,"A rebate of 12% per box based on the listed price will be returned in cash, primarily based on distribution channels.",0.12,331.0,nan
618,2022-08-26,8,Western medicine,Zhengzhou Linzhanshan Community Network,Xiaoru Sanjie Capsules,0.4g*20 tablets*3 strips,Box,10.0,37.07,370.7,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10100084.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Xiaoru Sanjie Capsules,60s,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",37.07,nan,0.1,0.1,1022.0,nan
619,2022-08-26,8,Western medicine,Zhengzhou Linzhanshan Community Network,Fulekai Mixture,150ml,Bottle,160.0,27.4,4384.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.05.30,Wang Zhiyong,15638450207.0,nan,Fulekai Mixture,150ml,Guizhou Jianxing,China Resources,25.74,1190 bottles/month,"According to the monthly flow, in the following month, cash will be returned to the hospital, 4 yuan per box, 20% of the listed price since January 1, 2021.",0.2,248.0,nan
620,2022-08-26,8,Western medicine,Zhengzhou Software Network Company,Digestive Health Oral Liquid,10ml*12 vials,Box,20.0,44.04,880.8,"Jichuan Pharmaceutical Group Co., Ltd.",Negotiation Table,10100299.0,2021.04.13,Chen Bin,13803862118.0,nan,Digestive Health Oral Liquid,10ml*6 vials,Jichuan Pharmaceutical,China Resources,44.03,nan,25% monthly return,0.25,1735.0,nan
621,2022-08-26,8,Western medicine,Zhengzhou Software Network Company,Si Mo Tang Oral Liquid,10ml*10 vials,Box,10.0,20.05,200.5,"Hunan Hansen Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.12.25,Zhang Ming,13137367037.0,Responsible for the community,Si Mo Tang Oral Liquid,10ml*10 vials,Hunan Hansen,"China Resources, National Control, Guohua",20.17,nan,"Community, monthly return, cash, 1 yuan per box, starting from November",,899.0,nan
622,2022-08-26,8,Western medicine,Zhengzhou Linzhanshan Community Network,Musk Pursue Wind Pain Relief Plaster,(7cm*10cm)*4 pieces,Box,240.0,48.0,11520.0,"Chongqing Hila Pharmaceutical Co., Ltd.",Negotiation Table,10100330.0,2020.04.26,Liu Wenlong,15938724934.0,nan,Musk Pursue Wind Pain Relief Plaster,4 Attachments,"Chongqing Hila Pharmaceutical Co., Ltd.","China Resources, National Control",48.0,nan,"Seasonal return, cash, 10 yuan per box",,1580.0,nan
623,2022-08-26,8,Western medicine,Zhengzhou Linzhanshan Community Network,Xingpi Capsules,0.3g*15粒*2板,Box,20.0,49.98,999.6,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100372.0,2020.1.07,Wang Zhiyong,15638450207.0,Shi Bo: 13283881411,Xingpi Capsules,0.3g/piece,Guizhou Jianxing Pharmaceutical,China Resources,49.98,nan,Cash monthly return 30%,0.3,1685.0,nan
624,2022-08-26,8,Western medicine,Zhengzhou Linzhanshan Community Network,Xingpi Yang'er Granules,2g*18 bags,Box,20.0,25.52,510.4,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100364.0,2020.04.04,Wang Zhiyong,15638450207.0,Shi Bo: 13283881411,Xingpi Yang'er Granules,2g/18 bags,Guizhou Jianxing,China Resources,25.52,nan,"Cash monthly return, 3.6 yuan per box",,1533.0,nan
625,2022-08-26,8,Western medicine,Zhengzhou Software Network Company,Yiqi Hawei Capsules,0.5g*12 tablets*3 strips,Box,10.0,45.11,451.1,"Hefei Liff Pharmaceutical Co., Ltd.",Negotiation Table,10100364.0,2020.04.04,Liu Jia,18838085722.0,nan,Yiqi Hawei Capsules,0.5g¡Á36S,Hefei Lubei,China Resources,45.11,10 boxes/month,"Cash quarterly return, 5 yuan per box",,1244.0,nan
626,2022-08-26 14:26:43.0,8,Western medicine,Zhengzhou Linzhanshan Community Network,Luo Hong Mu Yin Jiao Nang,150mg * 12 tablets * 1 strip,Box,100.0,20.42,2042.0,"Yangzijiang Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.08.17,Luan Pingshan,13773370925.0,Community Zhang Qingfeng: 15896565560,Luo Hong Mu Yin Jiao Nang,150mg*12,Yangzijiang Pharmaceutical Group,"State Control, CRHC",19.61,nan,Cash monthly return 10%,0.1,1539.0,nan
627,2022-08-26 18:06:08.0,8,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Enalapril Maleate Tablets,10mg*8 tablets*2 strips,Box,50.0,5.66,283.0,"Yangzijiang Pharmaceutical Group Jiangsu Pharmaceutical Co., Ltd.",Negotiation Table,10200328.0,2020.01.22,Luan Pingshan,13773370925.0,nan,Enalapril Maleate Tablets,10mg*16 tablets,"Yangzijiang Pharmaceutical Group Jiangsu Pharmaceutical Co., Ltd.",Guokong,8.93,nan,Cash monthly return 12%,0.12,,nan
628,2022-08-27,8,Western medicine,Zhengzhou Software Network Company,Leyunning Granules,5g*12 bags,Box,200.0,34.5,6900.0,"Jiangxi Xinglin BaMa Pharmaceutical Co., Ltd.",Negotiation Table,10100265.0,2019.05.08,Wang Jing,18037147831.0,Salesperson Wang Chen 13213217337,Leyunning Granules,5g x 12 bags,Jiangxi Xinglin Ba Ma Pharmaceutical,Guokong,33.1,nan,"Within 100 days after the sale occurs, return 20% of the supply price in cash form.",0.2,549.0,nan
629,2022-08-30 15:59:52.0,8,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Compound Xueshuantong Capsules,0.5g*30 tablets,Box,30.0,20.55,616.5,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Negotiation Table,10100265.0,2019.07.08,Li Kunlun,15225110649.0,Zhang Ji: 15938797039,Compound Xueshuantong Capsules,0.5g*10 tablets*10 strips,Guangdong Zhongsheng,Guokong,21.78,442 boxes/month,"A rebate of 12% per box based on the listed price will be returned in cash, primarily based on distribution channels.",0.12,331.0,nan
630,2022-09-02,9,Western medicine,Zhengzhou Software Network Company,Benzalkonium Chloride Solution,150ml:0.15g(0.10%),Bottle,96.0,46.0,4416.0,"Guangdong Luosite Pharmaceutical Co., Ltd.",Negotiation Table,10200218.0,2021.02.08,Zhang Yabo,18638767729.0,nan,Benzalkonium Chloride Solution,0.1%：150ml：0.15g,"Guangdong Luosite Pharmaceutical Co., Ltd.",nan,,No agreement signed,Cash monthly return 7%,0.07,95.0,nan
631,2022-09-02,9,Western medicine,Zhengzhou Software Network Company,Fu Kang Pill,9g*10 bags (Fukang Pills) + 7.5g*2 bags (Tongqi Pills),Box,70.0,81.5,5705.0,"Henan Taifeng Biotechnology Co., Ltd.",Negotiation Table,10100273.0,2020.08.03,Li Yanyan,13623825356.0,nan,Fu Kang Pill,9g*10 bags + 7.5g*2 bags,"Henan Taifeng Biotechnology Co., Ltd.","China Resources, National Control, Provincial Pharmaceutical",81.5,nan,"Cash monthly return, 40%, starting from July 2020",0.4,1616.0,nan
632,2022-09-02,9,Western medicine,Zhengzhou Software Network Company,Ferrous Succinate Sustained-Release Tablets,0.2g*12 tablets*2 strips,Box,135.0,52.32,7063.2,"Jinling Pharmaceutical Co., Ltd. Nanjing Jinling Pharmaceutical Factory",Negotiation Table,10100273.0,2019.07.08,Ren Longfei,15738369958.0,nan,Ferrous Succinate Sustained-Release Tablets,0.2g*24 tablets,Nanjing Jinling,Guokong,56.84,188 boxes/month,"National distribution with invoice discount, 15% of the supply price will be returned within 100 days after the sale. The rebate methods include bills, acceptance or cash to the hospital. 1. At least one department meeting per month, 2. Three out-of-province meetings per year, 3. Academic exchange within the hospital.",0.15,416.0,nan
633,2022-09-02,9,Western medicine,Zhengzhou Software Network Company,Intepirdine Injection,4ml：40mg,piece,54.0,15.6,842.4,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200191.0,2020.07.21,Gai Chang,18137336922.0,nan,Intepirdine Injection,4ml*40mg,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Guokong,15.6,nan,20% per box returned in cash quarterly,0.2,462.0,nan
634,2022-09-02,9,Western medicine,Zhengzhou Software Network Company,Kangfu Gel,3g*3 pieces,Box,160.0,33.38,5340.8,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10200191.0,2020.03.13,Wang Zhiyong,15638450207.0,Modified on 2020.03.13: Return 5 yuan per box,Kangfu Gel,3g*3 pieces,Guizhou Jianxing,"China Resources, National Control",33.38,nan,"According to the monthly flow, it will be returned in cash to the hospital in the following month, 5 yuan per box.",,516.0,nan
635,2022-09-02,9,Western medicine,Zhengzhou Software Network Company,Leyunning Granules,5g*12 bags,Box,50.0,34.5,1725.0,"Jiangxi Xinglin BaMa Pharmaceutical Co., Ltd.",Negotiation Table,10100265.0,2019.05.08,Wang Jing,18037147831.0,Salesperson Wang Chen 13213217337,Leyunning Granules,5g x 12 bags,Jiangxi Xinglin Ba Ma Pharmaceutical,Guokong,33.1,nan,"Within 100 days after the sale occurs, return 20% of the supply price in cash form.",0.2,549.0,nan
636,2022-09-02,9,Western medicine,Zhengzhou Software Network Company,Leyunning Granules,5g*12 bags,Box,150.0,34.5,5175.0,"Jiangxi Xinglin BaMa Pharmaceutical Co., Ltd.",Negotiation Table,10100265.0,2019.05.08,Wang Jing,18037147831.0,Salesperson Wang Chen 13213217337,Leyunning Granules,5g x 12 bags,Jiangxi Xinglin Ba Ma Pharmaceutical,Guokong,33.1,nan,"Within 100 days after the sale occurs, return 20% of the supply price in cash form.",0.2,549.0,nan
637,2022-09-02,9,Western medicine,Zhengzhou Software Network Company,Shengxue Ning Tablets,0.25g*24 tablets (film-coated tablets),Box,200.0,29.81,5962.0,"Wuhan Lianhe Pharmaceutical Co., Ltd.",Negotiation Table,10100265.0,2019.06.04,Li Yang,18537189066.0,nan,Shengxue Ning Tablets,0.25g¡Á24T,Wuhan United,China Resources,29.81,736 boxes/month,Cash returned the following month per box at 18 points,0.18,870.0,nan
638,2022-09-02,9,Western medicine,Zhengzhou Meifang Road Community Network,Polysaccharide Iron Complex Capsules,0.15g*10 tablets*1 strip,Box,50.0,28.56,1428.0,"Shanghai Pharmaceutical Group Qingdao Guofeng Pharmaceutical Co., Ltd.",Negotiation Table,10200207.0,2019.07.02,Zhao Pei,18737109559.0,Re-sign rebate 5 yuan,Polysaccharide Iron Complex Capsules,0.15g*10s,"Shanghai Pharmaceutical Group Qingdao Guofeng Pharmaceutical Co., Ltd.",China Resources,28.56,1174 boxes/month,"A return of 5 yuan per box, cash monthly return",,226.0,nan
639,2022-09-02,9,Western medicine,Zhengzhou Meifang Road Community Network,Gui Zhi Fu Ling Capsules,0.31g*10 tablets*5 strips*2 bags,Box,30.0,51.8,1554.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10200207.0,2019.06.10,He Jiahuan,18036636012.0,nan,Gui Zhi Fu Ling Capsules,50 grains,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",26.92,nan,"2.5 RMB per box, quarterly return, cash",,,nan
640,2022-09-02,9,Western medicine,Zhengzhou Meifang Road Community Network,Gui Zhi Fu Ling Capsules,0.31g*10 tablets*5 strips*2 bags,Box,30.0,51.8,1554.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100052.0,2019.06.10,He Jiahuan,18036636012.0,nan,Gui Zhi Fu Ling Capsules,100 grains,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",51.8,148 boxes/month,"5 USD/box, quarterly return, cash",,399.0,nan
